day,original_day,date,demand,price,revenue,dow,month,year,snap,event_name,event_type,is_event,is_weekend
377,378,2012-02-10,122,1.28,156.16,4,2,2012,True,,,False,False
378,379,2012-02-11,104,1.28,133.12,5,2,2012,False,,,False,True
379,380,2012-02-12,122,1.28,156.16,6,2,2012,False,,,False,True
380,381,2012-02-13,69,1.28,88.32000000000001,0,2,2012,False,,,False,False
381,382,2012-02-14,134,1.28,171.52,1,2,2012,False,ValentinesDay,Cultural,True,False
382,383,2012-02-15,117,1.28,149.76,2,2,2012,False,,,False,False
383,384,2012-02-16,11,1.28,14.08,3,2,2012,False,,,False,False
384,385,2012-02-17,0,1.28,0.0,4,2,2012,False,,,False,False
385,386,2012-02-18,84,1.44,120.96,5,2,2012,False,,,False,True
386,387,2012-02-19,68,1.44,97.92,6,2,2012,False,,,False,True
387,388,2012-02-20,50,1.44,72.0,0,2,2012,False,PresidentsDay,National,True,False
388,389,2012-02-21,148,1.44,213.12,1,2,2012,False,,,False,False
389,390,2012-02-22,60,1.44,86.39999999999999,2,2,2012,False,LentStart,Religious,True,False
390,391,2012-02-23,81,1.44,116.64,3,2,2012,False,,,False,False
391,392,2012-02-24,96,1.44,138.24,4,2,2012,False,,,False,False
392,393,2012-02-25,88,1.44,126.72,5,2,2012,False,,,False,True
393,394,2012-02-26,57,1.44,82.08,6,2,2012,False,,,False,True
394,395,2012-02-27,59,1.44,84.96,0,2,2012,False,,,False,False
395,396,2012-02-28,61,1.44,87.84,1,2,2012,False,,,False,False
396,397,2012-02-29,99,1.44,142.56,2,2,2012,False,LentWeek2,Religious,True,False
397,398,2012-03-01,77,1.44,110.88,3,3,2012,True,,,False,False
398,399,2012-03-02,66,1.44,95.03999999999999,4,3,2012,True,,,False,False
399,400,2012-03-03,133,1.44,191.51999999999998,5,3,2012,True,,,False,True
400,401,2012-03-04,129,1.44,185.76,6,3,2012,True,,,False,True
401,402,2012-03-05,43,1.44,61.919999999999995,0,3,2012,True,,,False,False
402,403,2012-03-06,58,1.44,83.52,1,3,2012,True,,,False,False
403,404,2012-03-07,48,1.44,69.12,2,3,2012,True,,,False,False
404,405,2012-03-08,97,1.44,139.68,3,3,2012,True,Purim End,Religious,True,False
405,406,2012-03-09,88,1.44,126.72,4,3,2012,True,,,False,False
406,407,2012-03-10,133,1.44,191.51999999999998,5,3,2012,True,,,False,True
407,408,2012-03-11,99,1.44,142.56,6,3,2012,False,,,False,True
408,409,2012-03-12,43,1.44,61.919999999999995,0,3,2012,False,,,False,False
409,410,2012-03-13,37,1.44,53.28,1,3,2012,False,,,False,False
410,411,2012-03-14,73,1.44,105.11999999999999,2,3,2012,False,,,False,False
411,412,2012-03-15,46,1.44,66.24,3,3,2012,False,,,False,False
412,413,2012-03-16,62,1.44,89.28,4,3,2012,False,,,False,False
413,414,2012-03-17,76,1.44,109.44,5,3,2012,False,StPatricksDay,Cultural,True,True
414,415,2012-03-18,69,1.44,99.36,6,3,2012,False,,,False,True
415,416,2012-03-19,77,1.44,110.88,0,3,2012,False,,,False,False
416,417,2012-03-20,30,1.44,43.199999999999996,1,3,2012,False,,,False,False
417,418,2012-03-21,36,1.44,51.839999999999996,2,3,2012,False,,,False,False
418,419,2012-03-22,61,1.44,87.84,3,3,2012,False,,,False,False
419,420,2012-03-23,13,1.44,18.72,4,3,2012,False,,,False,False
420,421,2012-03-24,98,1.48,145.04,5,3,2012,False,,,False,True
421,422,2012-03-25,75,1.48,111.0,6,3,2012,False,,,False,True
422,423,2012-03-26,45,1.48,66.6,0,3,2012,False,,,False,False
423,424,2012-03-27,48,1.48,71.03999999999999,1,3,2012,False,,,False,False
424,425,2012-03-28,37,1.48,54.76,2,3,2012,False,,,False,False
425,426,2012-03-29,57,1.48,84.36,3,3,2012,False,,,False,False
426,427,2012-03-30,60,1.48,88.8,4,3,2012,False,,,False,False
427,428,2012-03-31,70,1.48,103.6,5,3,2012,False,,,False,True
428,429,2012-04-01,64,1.48,94.72,6,4,2012,True,,,False,True
429,430,2012-04-02,59,1.48,87.32,0,4,2012,True,,,False,False
430,431,2012-04-03,74,1.48,109.52,1,4,2012,True,,,False,False
431,432,2012-04-04,34,1.48,50.32,2,4,2012,True,,,False,False
432,433,2012-04-05,83,1.48,122.84,3,4,2012,True,,,False,False
433,434,2012-04-06,94,1.48,139.12,4,4,2012,True,,,False,False
434,435,2012-04-07,158,1.48,233.84,5,4,2012,True,,,False,True
435,436,2012-04-08,104,1.48,153.92,6,4,2012,True,Easter,Cultural,True,True
436,437,2012-04-09,37,1.48,54.76,0,4,2012,True,,,False,False
437,438,2012-04-10,46,1.48,68.08,1,4,2012,True,,,False,False
438,439,2012-04-11,19,1.48,28.12,2,4,2012,False,,,False,False
439,440,2012-04-12,38,1.48,56.24,3,4,2012,False,,,False,False
440,441,2012-04-13,67,1.48,99.16,4,4,2012,False,,,False,False
441,442,2012-04-14,157,1.48,232.35999999999999,5,4,2012,False,Pesach End,Religious,True,True
442,443,2012-04-15,85,1.48,125.8,6,4,2012,False,OrthodoxEaster,Religious,True,True
443,444,2012-04-16,49,1.48,72.52,0,4,2012,False,,,False,False
444,445,2012-04-17,54,1.48,79.92,1,4,2012,False,,,False,False
445,446,2012-04-18,40,1.48,59.2,2,4,2012,False,,,False,False
446,447,2012-04-19,68,1.48,100.64,3,4,2012,False,,,False,False
447,448,2012-04-20,152,1.48,224.96,4,4,2012,False,,,False,False
448,449,2012-04-21,95,1.48,140.6,5,4,2012,False,,,False,True
449,450,2012-04-22,110,1.48,162.8,6,4,2012,False,,,False,True
450,451,2012-04-23,38,1.48,56.24,0,4,2012,False,,,False,False
451,452,2012-04-24,38,1.48,56.24,1,4,2012,False,,,False,False
452,453,2012-04-25,98,1.48,145.04,2,4,2012,False,,,False,False
453,454,2012-04-26,64,1.48,94.72,3,4,2012,False,,,False,False
454,455,2012-04-27,74,1.48,109.52,4,4,2012,False,,,False,False
455,456,2012-04-28,111,1.48,164.28,5,4,2012,False,,,False,True
456,457,2012-04-29,97,1.48,143.56,6,4,2012,False,,,False,True
457,458,2012-04-30,64,1.48,94.72,0,4,2012,False,,,False,False
458,459,2012-05-01,48,1.48,71.03999999999999,1,5,2012,True,,,False,False
459,460,2012-05-02,41,1.48,60.68,2,5,2012,True,,,False,False
460,461,2012-05-03,98,1.48,145.04,3,5,2012,True,,,False,False
461,462,2012-05-04,66,1.48,97.67999999999999,4,5,2012,True,,,False,False
462,463,2012-05-05,93,1.48,137.64,5,5,2012,True,Cinco De Mayo,Cultural,True,True
463,464,2012-05-06,96,1.48,142.07999999999998,6,5,2012,True,,,False,True
464,465,2012-05-07,57,1.48,84.36,0,5,2012,True,,,False,False
465,466,2012-05-08,48,1.48,71.03999999999999,1,5,2012,True,,,False,False
466,467,2012-05-09,52,1.48,76.96,2,5,2012,True,,,False,False
467,468,2012-05-10,81,1.48,119.88,3,5,2012,True,,,False,False
468,469,2012-05-11,128,1.48,189.44,4,5,2012,False,,,False,False
469,470,2012-05-12,104,1.48,153.92,5,5,2012,False,,,False,True
470,471,2012-05-13,96,1.48,142.07999999999998,6,5,2012,False,Mother's day,Cultural,True,True
471,472,2012-05-14,50,1.48,74.0,0,5,2012,False,,,False,False
472,473,2012-05-15,62,1.48,91.76,1,5,2012,False,,,False,False
473,474,2012-05-16,81,1.48,119.88,2,5,2012,False,,,False,False
474,475,2012-05-17,54,1.48,79.92,3,5,2012,False,,,False,False
475,476,2012-05-18,80,1.48,118.4,4,5,2012,False,,,False,False
476,477,2012-05-19,139,1.48,205.72,5,5,2012,False,,,False,True
477,478,2012-05-20,79,1.48,116.92,6,5,2012,False,,,False,True
478,479,2012-05-21,52,1.48,76.96,0,5,2012,False,,,False,False
479,480,2012-05-22,59,1.48,87.32,1,5,2012,False,,,False,False
480,481,2012-05-23,37,1.48,54.76,2,5,2012,False,,,False,False
481,482,2012-05-24,72,1.48,106.56,3,5,2012,False,,,False,False
482,483,2012-05-25,92,1.48,136.16,4,5,2012,False,,,False,False
483,484,2012-05-26,76,1.48,112.48,5,5,2012,False,,,False,True
484,485,2012-05-27,91,1.48,134.68,6,5,2012,False,,,False,True
485,486,2012-05-28,72,1.48,106.56,0,5,2012,False,MemorialDay,National,True,False
486,487,2012-05-29,27,1.48,39.96,1,5,2012,False,,,False,False
487,488,2012-05-30,40,1.48,59.2,2,5,2012,False,,,False,False
488,489,2012-05-31,58,1.48,85.84,3,5,2012,False,,,False,False
489,490,2012-06-01,92,1.48,136.16,4,6,2012,True,,,False,False
490,491,2012-06-02,92,1.48,136.16,5,6,2012,True,,,False,True
491,492,2012-06-03,65,1.48,96.2,6,6,2012,True,,,False,True
492,493,2012-06-04,60,1.48,88.8,0,6,2012,True,,,False,False
493,494,2012-06-05,48,1.48,71.03999999999999,1,6,2012,True,,,False,False
494,495,2012-06-06,80,1.48,118.4,2,6,2012,True,,,False,False
495,496,2012-06-07,63,1.48,93.24,3,6,2012,True,,,False,False
496,497,2012-06-08,108,1.48,159.84,4,6,2012,True,,,False,False
497,498,2012-06-09,120,1.48,177.6,5,6,2012,True,,,False,True
498,499,2012-06-10,132,1.48,195.35999999999999,6,6,2012,True,,,False,True
499,500,2012-06-11,88,1.48,130.24,0,6,2012,False,,,False,False
500,501,2012-06-12,53,1.48,78.44,1,6,2012,False,NBAFinalsStart,Sporting,True,False
501,502,2012-06-13,65,1.48,96.2,2,6,2012,False,,,False,False
502,503,2012-06-14,63,1.48,93.24,3,6,2012,False,,,False,False
503,504,2012-06-15,138,1.48,204.24,4,6,2012,False,,,False,False
504,505,2012-06-16,104,1.48,153.92,5,6,2012,False,,,False,True
505,506,2012-06-17,87,1.48,128.76,6,6,2012,False,Father's day,Cultural,True,True
506,507,2012-06-18,45,1.48,66.6,0,6,2012,False,,,False,False
507,508,2012-06-19,27,1.48,39.96,1,6,2012,False,,,False,False
508,509,2012-06-20,19,1.48,28.12,2,6,2012,False,,,False,False
509,510,2012-06-21,0,1.48,0.0,3,6,2012,False,NBAFinalsEnd,Sporting,True,False
510,511,2012-06-22,0,1.48,0.0,4,6,2012,False,,,False,False
511,512,2012-06-23,89,1.28,113.92,5,6,2012,False,,,False,True
512,513,2012-06-24,131,1.28,167.68,6,6,2012,False,,,False,True
513,514,2012-06-25,72,1.28,92.16,0,6,2012,False,,,False,False
514,515,2012-06-26,106,1.28,135.68,1,6,2012,False,,,False,False
515,516,2012-06-27,72,1.28,92.16,2,6,2012,False,,,False,False
516,517,2012-06-28,68,1.28,87.04,3,6,2012,False,,,False,False
517,518,2012-06-29,130,1.28,166.4,4,6,2012,False,,,False,False
518,519,2012-06-30,141,1.28,180.48,5,6,2012,False,,,False,True
519,520,2012-07-01,119,1.28,152.32,6,7,2012,True,,,False,True
520,521,2012-07-02,38,1.28,48.64,0,7,2012,True,,,False,False
521,522,2012-07-03,104,1.28,133.12,1,7,2012,True,,,False,False
522,523,2012-07-04,116,1.28,148.48,2,7,2012,True,IndependenceDay,National,True,False
523,524,2012-07-05,75,1.28,96.0,3,7,2012,True,,,False,False
524,525,2012-07-06,123,1.28,157.44,4,7,2012,True,,,False,False
525,526,2012-07-07,110,1.28,140.8,5,7,2012,True,,,False,True
526,527,2012-07-08,89,1.28,113.92,6,7,2012,True,,,False,True
527,528,2012-07-09,67,1.28,85.76,0,7,2012,True,,,False,False
528,529,2012-07-10,62,1.28,79.36,1,7,2012,True,,,False,False
529,530,2012-07-11,59,1.28,75.52,2,7,2012,False,,,False,False
530,531,2012-07-12,69,1.28,88.32000000000001,3,7,2012,False,,,False,False
531,532,2012-07-13,94,1.28,120.32000000000001,4,7,2012,False,,,False,False
532,533,2012-07-14,115,1.28,147.20000000000002,5,7,2012,False,,,False,True
533,534,2012-07-15,122,1.28,156.16,6,7,2012,False,,,False,True
534,535,2012-07-16,61,1.28,78.08,0,7,2012,False,,,False,False
535,536,2012-07-17,83,1.28,106.24000000000001,1,7,2012,False,,,False,False
536,537,2012-07-18,61,1.28,78.08,2,7,2012,False,,,False,False
537,538,2012-07-19,82,1.28,104.96000000000001,3,7,2012,False,,,False,False
538,539,2012-07-20,115,1.28,147.20000000000002,4,7,2012,False,Ramadan starts,Religious,True,False
539,540,2012-07-21,103,1.28,131.84,5,7,2012,False,,,False,True
540,541,2012-07-22,137,1.28,175.36,6,7,2012,False,,,False,True
541,542,2012-07-23,71,1.28,90.88,0,7,2012,False,,,False,False
542,543,2012-07-24,54,1.28,69.12,1,7,2012,False,,,False,False
543,544,2012-07-25,134,1.28,171.52,2,7,2012,False,,,False,False
544,545,2012-07-26,52,1.28,66.56,3,7,2012,False,,,False,False
545,546,2012-07-27,92,1.28,117.76,4,7,2012,False,,,False,False
546,547,2012-07-28,109,1.28,139.52,5,7,2012,False,,,False,True
547,548,2012-07-29,131,1.28,167.68,6,7,2012,False,,,False,True
548,549,2012-07-30,72,1.28,92.16,0,7,2012,False,,,False,False
549,550,2012-07-31,61,1.28,78.08,1,7,2012,False,,,False,False
550,551,2012-08-01,41,1.28,52.480000000000004,2,8,2012,True,,,False,False
551,552,2012-08-02,99,1.28,126.72,3,8,2012,True,,,False,False
552,553,2012-08-03,133,1.28,170.24,4,8,2012,True,,,False,False
553,554,2012-08-04,103,1.28,131.84,5,8,2012,True,,,False,True
554,555,2012-08-05,191,1.28,244.48000000000002,6,8,2012,True,,,False,True
555,556,2012-08-06,106,1.28,135.68,0,8,2012,True,,,False,False
556,557,2012-08-07,65,1.28,83.2,1,8,2012,True,,,False,False
557,558,2012-08-08,93,1.28,119.04,2,8,2012,True,,,False,False
558,559,2012-08-09,124,1.28,158.72,3,8,2012,True,,,False,False
559,560,2012-08-10,143,1.28,183.04,4,8,2012,True,,,False,False
560,561,2012-08-11,190,1.28,243.20000000000002,5,8,2012,False,,,False,True
561,562,2012-08-12,131,1.28,167.68,6,8,2012,False,,,False,True
562,563,2012-08-13,93,1.28,119.04,0,8,2012,False,,,False,False
563,564,2012-08-14,91,1.28,116.48,1,8,2012,False,,,False,False
564,565,2012-08-15,101,1.28,129.28,2,8,2012,False,,,False,False
565,566,2012-08-16,104,1.28,133.12,3,8,2012,False,,,False,False
566,567,2012-08-17,152,1.28,194.56,4,8,2012,False,,,False,False
567,568,2012-08-18,214,1.28,273.92,5,8,2012,False,,,False,True
568,569,2012-08-19,112,1.28,143.36,6,8,2012,False,Eid al-Fitr,Religious,True,True
569,570,2012-08-20,85,1.28,108.8,0,8,2012,False,,,False,False
570,571,2012-08-21,48,1.28,61.44,1,8,2012,False,,,False,False
571,572,2012-08-22,78,1.28,99.84,2,8,2012,False,,,False,False
572,573,2012-08-23,85,1.28,108.8,3,8,2012,False,,,False,False
573,574,2012-08-24,141,1.28,180.48,4,8,2012,False,,,False,False
574,575,2012-08-25,225,1.28,288.0,5,8,2012,False,,,False,True
575,576,2012-08-26,105,1.28,134.4,6,8,2012,False,,,False,True
576,577,2012-08-27,73,1.28,93.44,0,8,2012,False,,,False,False
577,578,2012-08-28,89,1.28,113.92,1,8,2012,False,,,False,False
578,579,2012-08-29,89,1.28,113.92,2,8,2012,False,,,False,False
579,580,2012-08-30,122,1.28,156.16,3,8,2012,False,,,False,False
580,581,2012-08-31,125,1.28,160.0,4,8,2012,False,,,False,False
581,582,2012-09-01,159,1.28,203.52,5,9,2012,True,,,False,True
582,583,2012-09-02,150,1.28,192.0,6,9,2012,True,,,False,True
583,584,2012-09-03,127,1.28,162.56,0,9,2012,True,LaborDay,National,True,False
584,585,2012-09-04,111,1.28,142.08,1,9,2012,True,,,False,False
585,586,2012-09-05,98,1.28,125.44,2,9,2012,True,,,False,False
586,587,2012-09-06,71,1.28,90.88,3,9,2012,True,,,False,False
587,588,2012-09-07,130,1.28,166.4,4,9,2012,True,,,False,False
588,589,2012-09-08,109,1.28,139.52,5,9,2012,True,,,False,True
589,590,2012-09-09,160,1.28,204.8,6,9,2012,True,,,False,True
590,591,2012-09-10,67,1.28,85.76,0,9,2012,True,,,False,False
591,592,2012-09-11,51,1.28,65.28,1,9,2012,False,,,False,False
592,593,2012-09-12,89,1.28,113.92,2,9,2012,False,,,False,False
593,594,2012-09-13,87,1.28,111.36,3,9,2012,False,,,False,False
594,595,2012-09-14,107,1.28,136.96,4,9,2012,False,,,False,False
595,596,2012-09-15,99,1.28,126.72,5,9,2012,False,,,False,True
596,597,2012-09-16,118,1.28,151.04,6,9,2012,False,,,False,True
597,598,2012-09-17,65,1.28,83.2,0,9,2012,False,,,False,False
598,599,2012-09-18,73,1.28,93.44,1,9,2012,False,,,False,False
599,600,2012-09-19,59,1.28,75.52,2,9,2012,False,,,False,False
600,601,2012-09-20,84,1.28,107.52,3,9,2012,False,,,False,False
601,602,2012-09-21,108,1.28,138.24,4,9,2012,False,,,False,False
602,603,2012-09-22,109,1.28,139.52,5,9,2012,False,,,False,True
603,604,2012-09-23,160,1.28,204.8,6,9,2012,False,,,False,True
604,605,2012-09-24,68,1.28,87.04,0,9,2012,False,,,False,False
605,606,2012-09-25,91,1.28,116.48,1,9,2012,False,,,False,False
606,607,2012-09-26,70,1.28,89.60000000000001,2,9,2012,False,,,False,False
607,608,2012-09-27,77,1.28,98.56,3,9,2012,False,,,False,False
608,609,2012-09-28,63,1.28,80.64,4,9,2012,False,,,False,False
609,610,2012-09-29,134,1.28,171.52,5,9,2012,False,,,False,True
610,611,2012-09-30,116,1.28,148.48,6,9,2012,False,,,False,True
611,612,2012-10-01,109,1.28,139.52,0,10,2012,True,,,False,False
612,613,2012-10-02,81,1.28,103.68,1,10,2012,True,,,False,False
613,614,2012-10-03,108,1.28,138.24,2,10,2012,True,,,False,False
614,615,2012-10-04,74,1.28,94.72,3,10,2012,True,,,False,False
615,616,2012-10-05,0,1.28,0.0,4,10,2012,True,,,False,False
616,617,2012-10-06,114,1.38,157.32,5,10,2012,True,,,False,True
617,618,2012-10-07,137,1.38,189.05999999999997,6,10,2012,True,,,False,True
618,619,2012-10-08,53,1.38,73.14,0,10,2012,True,ColumbusDay,National,True,False
619,620,2012-10-09,86,1.38,118.67999999999999,1,10,2012,True,,,False,False
620,621,2012-10-10,50,1.38,69.0,2,10,2012,True,,,False,False
621,622,2012-10-11,75,1.38,103.49999999999999,3,10,2012,False,,,False,False
622,623,2012-10-12,161,1.38,222.17999999999998,4,10,2012,False,,,False,False
623,624,2012-10-13,105,1.38,144.89999999999998,5,10,2012,False,,,False,True
624,625,2012-10-14,100,1.38,138.0,6,10,2012,False,,,False,True
625,626,2012-10-15,43,1.38,59.339999999999996,0,10,2012,False,,,False,False
626,627,2012-10-16,64,1.38,88.32,1,10,2012,False,,,False,False
627,628,2012-10-17,44,1.38,60.72,2,10,2012,False,,,False,False
628,629,2012-10-18,37,1.38,51.059999999999995,3,10,2012,False,,,False,False
629,630,2012-10-19,139,1.38,191.82,4,10,2012,False,,,False,False
630,631,2012-10-20,0,1.25,0.0,5,10,2012,False,,,False,True
631,632,2012-10-21,0,1.25,0.0,6,10,2012,False,,,False,True
632,633,2012-10-22,0,1.25,0.0,0,10,2012,False,,,False,False
633,634,2012-10-23,46,1.25,57.5,1,10,2012,False,,,False,False
634,635,2012-10-24,69,1.25,86.25,2,10,2012,False,,,False,False
635,636,2012-10-25,100,1.25,125.0,3,10,2012,False,,,False,False
636,637,2012-10-26,142,1.25,177.5,4,10,2012,False,EidAlAdha,Religious,True,False
637,638,2012-10-27,135,1.25,168.75,5,10,2012,False,,,False,True
638,639,2012-10-28,205,1.25,256.25,6,10,2012,False,,,False,True
639,640,2012-10-29,167,1.25,208.75,0,10,2012,False,,,False,False
640,641,2012-10-30,102,1.25,127.5,1,10,2012,False,,,False,False
641,642,2012-10-31,77,1.25,96.25,2,10,2012,False,Halloween,Cultural,True,False
642,643,2012-11-01,113,1.25,141.25,3,11,2012,True,,,False,False
643,644,2012-11-02,142,1.25,177.5,4,11,2012,True,,,False,False
644,645,2012-11-03,140,1.25,175.0,5,11,2012,True,,,False,True
645,646,2012-11-04,144,1.25,180.0,6,11,2012,True,,,False,True
646,647,2012-11-05,74,1.25,92.5,0,11,2012,True,,,False,False
647,648,2012-11-06,76,1.25,95.0,1,11,2012,True,,,False,False
648,649,2012-11-07,67,1.25,83.75,2,11,2012,True,,,False,False
649,650,2012-11-08,81,1.25,101.25,3,11,2012,True,,,False,False
650,651,2012-11-09,141,1.25,176.25,4,11,2012,True,,,False,False
651,652,2012-11-10,137,1.25,171.25,5,11,2012,True,,,False,True
652,653,2012-11-11,183,1.25,228.75,6,11,2012,False,VeteransDay,National,True,True
653,654,2012-11-12,114,1.25,142.5,0,11,2012,False,,,False,False
654,655,2012-11-13,86,1.25,107.5,1,11,2012,False,,,False,False
655,656,2012-11-14,64,1.25,80.0,2,11,2012,False,,,False,False
656,657,2012-11-15,77,1.25,96.25,3,11,2012,False,,,False,False
657,658,2012-11-16,137,1.25,171.25,4,11,2012,False,,,False,False
658,659,2012-11-17,161,1.25,201.25,5,11,2012,False,,,False,True
659,660,2012-11-18,170,1.25,212.5,6,11,2012,False,,,False,True
660,661,2012-11-19,143,1.25,178.75,0,11,2012,False,,,False,False
661,662,2012-11-20,144,1.25,180.0,1,11,2012,False,,,False,False
662,663,2012-11-21,313,1.25,391.25,2,11,2012,False,,,False,False
663,664,2012-11-22,183,1.25,228.75,3,11,2012,False,Thanksgiving,National,True,False
664,665,2012-11-23,45,1.25,56.25,4,11,2012,False,,,False,False
665,666,2012-11-24,125,1.25,156.25,5,11,2012,False,,,False,True
666,667,2012-11-25,132,1.25,165.0,6,11,2012,False,,,False,True
667,668,2012-11-26,53,1.25,66.25,0,11,2012,False,,,False,False
668,669,2012-11-27,69,1.25,86.25,1,11,2012,False,,,False,False
669,670,2012-11-28,100,1.25,125.0,2,11,2012,False,,,False,False
670,671,2012-11-29,71,1.25,88.75,3,11,2012,False,,,False,False
671,672,2012-11-30,127,1.25,158.75,4,11,2012,False,,,False,False
672,673,2012-12-01,172,1.25,215.0,5,12,2012,True,,,False,True
673,674,2012-12-02,114,1.25,142.5,6,12,2012,True,,,False,True
674,675,2012-12-03,75,1.25,93.75,0,12,2012,True,,,False,False
675,676,2012-12-04,80,1.25,100.0,1,12,2012,True,,,False,False
676,677,2012-12-05,94,1.25,117.5,2,12,2012,True,,,False,False
677,678,2012-12-06,113,1.25,141.25,3,12,2012,True,,,False,False
678,679,2012-12-07,142,1.25,177.5,4,12,2012,True,,,False,False
679,680,2012-12-08,153,1.25,191.25,5,12,2012,True,,,False,True
680,681,2012-12-09,128,1.25,160.0,6,12,2012,True,,,False,True
681,682,2012-12-10,147,1.25,183.75,0,12,2012,True,,,False,False
682,683,2012-12-11,76,1.25,95.0,1,12,2012,False,,,False,False
683,684,2012-12-12,91,1.25,113.75,2,12,2012,False,,,False,False
684,685,2012-12-13,89,1.25,111.25,3,12,2012,False,,,False,False
685,686,2012-12-14,138,1.25,172.5,4,12,2012,False,,,False,False
686,687,2012-12-15,152,1.25,190.0,5,12,2012,False,,,False,True
687,688,2012-12-16,190,1.25,237.5,6,12,2012,False,Chanukah End,Religious,True,True
688,689,2012-12-17,109,1.25,136.25,0,12,2012,False,,,False,False
689,690,2012-12-18,99,1.25,123.75,1,12,2012,False,,,False,False
690,691,2012-12-19,98,1.25,122.5,2,12,2012,False,,,False,False
691,692,2012-12-20,125,1.25,156.25,3,12,2012,False,,,False,False
692,693,2012-12-21,117,1.25,146.25,4,12,2012,False,,,False,False
693,694,2012-12-22,282,1.25,352.5,5,12,2012,False,,,False,True
694,695,2012-12-23,293,1.25,366.25,6,12,2012,False,,,False,True
695,696,2012-12-24,286,1.25,357.5,0,12,2012,False,,,False,False
696,697,2012-12-25,0,1.25,0.0,1,12,2012,False,Christmas,National,True,False
697,698,2012-12-26,70,1.25,87.5,2,12,2012,False,,,False,False
698,699,2012-12-27,88,1.25,110.0,3,12,2012,False,,,False,False
699,700,2012-12-28,91,1.25,113.75,4,12,2012,False,,,False,False
700,701,2012-12-29,101,1.25,126.25,5,12,2012,False,,,False,True
701,702,2012-12-30,172,1.25,215.0,6,12,2012,False,,,False,True
702,703,2012-12-31,215,1.25,268.75,0,12,2012,False,,,False,False
703,704,2013-01-01,45,1.25,56.25,1,1,2013,True,NewYear,National,True,False
704,705,2013-01-02,47,1.25,58.75,2,1,2013,True,,,False,False
705,706,2013-01-03,118,1.25,147.5,3,1,2013,True,,,False,False
706,707,2013-01-04,119,1.25,148.75,4,1,2013,True,,,False,False
707,708,2013-01-05,100,1.25,125.0,5,1,2013,True,,,False,True
708,709,2013-01-06,104,1.25,130.0,6,1,2013,True,,,False,True
709,710,2013-01-07,40,1.25,50.0,0,1,2013,True,OrthodoxChristmas,Religious,True,False
710,711,2013-01-08,54,1.25,67.5,1,1,2013,True,,,False,False
711,712,2013-01-09,50,1.25,62.5,2,1,2013,True,,,False,False
712,713,2013-01-10,51,1.25,63.75,3,1,2013,True,,,False,False
713,714,2013-01-11,97,1.25,121.25,4,1,2013,False,,,False,False
714,715,2013-01-12,93,1.25,116.25,5,1,2013,False,,,False,True
715,716,2013-01-13,97,1.25,121.25,6,1,2013,False,,,False,True
716,717,2013-01-14,38,1.25,47.5,0,1,2013,False,,,False,False
717,718,2013-01-15,46,1.25,57.5,1,1,2013,False,,,False,False
718,719,2013-01-16,38,1.25,47.5,2,1,2013,False,,,False,False
719,720,2013-01-17,63,1.25,78.75,3,1,2013,False,,,False,False
720,721,2013-01-18,72,1.25,90.0,4,1,2013,False,,,False,False
721,722,2013-01-19,109,1.25,136.25,5,1,2013,False,,,False,True
722,723,2013-01-20,100,1.25,125.0,6,1,2013,False,,,False,True
723,724,2013-01-21,61,1.25,76.25,0,1,2013,False,MartinLutherKingDay,National,True,False
724,725,2013-01-22,0,1.25,0.0,1,1,2013,False,,,False,False
725,726,2013-01-23,0,1.25,0.0,2,1,2013,False,,,False,False
726,727,2013-01-24,0,1.25,0.0,3,1,2013,False,,,False,False
727,728,2013-01-25,0,1.25,0.0,4,1,2013,False,,,False,False
728,729,2013-01-26,86,1.38,118.67999999999999,5,1,2013,False,,,False,True
729,730,2013-01-27,62,1.38,85.55999999999999,6,1,2013,False,,,False,True
730,731,2013-01-28,63,1.38,86.94,0,1,2013,False,,,False,False
731,732,2013-01-29,44,1.38,60.72,1,1,2013,False,,,False,False
732,733,2013-01-30,57,1.38,78.66,2,1,2013,False,,,False,False
733,734,2013-01-31,101,1.38,139.38,3,1,2013,False,,,False,False
734,735,2013-02-01,123,1.38,169.73999999999998,4,2,2013,True,,,False,False
735,736,2013-02-02,152,1.38,209.76,5,2,2013,True,,,False,True
736,737,2013-02-03,110,1.38,151.79999999999998,6,2,2013,True,SuperBowl,Sporting,True,True
737,738,2013-02-04,27,1.38,37.26,0,2,2013,True,,,False,False
738,739,2013-02-05,40,1.38,55.199999999999996,1,2,2013,True,,,False,False
739,740,2013-02-06,66,1.38,91.08,2,2,2013,True,,,False,False
740,741,2013-02-07,48,1.38,66.24,3,2,2013,True,,,False,False
741,742,2013-02-08,88,1.38,121.44,4,2,2013,True,,,False,False
742,743,2013-02-09,109,1.38,150.42,5,2,2013,True,,,False,True
743,744,2013-02-10,110,1.38,151.79999999999998,6,2,2013,True,,,False,True
744,745,2013-02-11,62,1.38,85.55999999999999,0,2,2013,False,,,False,False
745,746,2013-02-12,36,1.38,49.67999999999999,1,2,2013,False,,,False,False
746,747,2013-02-13,60,1.38,82.8,2,2,2013,False,LentStart,Religious,True,False
747,748,2013-02-14,41,1.38,56.58,3,2,2013,False,ValentinesDay,Cultural,True,False
748,749,2013-02-15,90,1.38,124.19999999999999,4,2,2013,False,,,False,False
749,750,2013-02-16,106,1.38,146.28,5,2,2013,False,,,False,True
750,751,2013-02-17,86,1.38,118.67999999999999,6,2,2013,False,,,False,True
