Item Code,Txn Date,Units Sold,Unit Price
JEANS-32-BLK,2025-05-23,8,$856.52
JEANS-32-BLK,2025-05-24,"1,200",$253.87
JEANS-32-BLK,2025-05-25,3,$205.20
JEANS-32-BLK,2025-05-26,8,$897.83
JEANS-32-BLK,2025-05-27,abc,$372.16
JEANS-32-BLK,2025-05-28,8,$582.23
JEANS-32-BLK,2025-05-01,abc,$272.66
JEANS-32-BLK,2025-05-02,8,$530.90
JEANS-32-BLK,2025-05-03,8,$571.61
JEANS-32-BLK,2025-05-04,abc,$598.21
JEANS-32-BLK,2025-05-05,abc,$576.58
JEANS-32-BLK,2025-05-06,5,$509.60
JEANS-32-BLK,2025-05-07,-2,$519.37
JEANS-32-BLK,2025-05-08,,$340.32
JEANS-32-BLK,2025-05-09,"1,200",$406.90
JEANS-32-BLK,2025-05-10,2,$410.51
JEANS-32-BLK,2025-06-11,2,$421.83
JEANS-32-BLK,2025-06-12,3,$291.27
JEANS-32-BLK,2025-06-13,"1,200",$884.86
JEANS-32-BLK,2025-06-14,,$630.09
JEANS-32-BLK,2025-06-15,2,$280.20
JEANS-32-BLK,2025-06-16,0,$310.57
JEANS-32-BLK,2025-06-17,1,$755.81
JEANS-32-BLK,2025-06-18,"1,200",$679.83
JEANS-32-BLK,2025-06-19,-2,$687.91
JEANS-32-BLK,2025-06-20,5,$264.77
JEANS-32-BLK,2025-06-21,-2,$606.62
JEANS-32-BLK,2025-06-22,8,$302.44
JEANS-32-BLK,2025-06-23,"1,200",$352.97
JEANS-32-BLK,2025-06-24,abc,$554.47
JEANS-32-BLK,2025-06-25,8,$645.70
JEANS-32-BLK,2025-06-26,"1,200",$450.91
JEANS-32-BLK,2025-06-27,"1,200",$739.70
JEANS-32-BLK,2025-06-28,8,$803.53
JEANS-32-BLK,2025-06-01,8,$400.76
JEANS-32-BLK,2025-06-02,5,$388.83
JEANS-32-BLK,2025-06-03,1,$621.45
JEANS-32-BLK,2025-06-04,3,$712.55
JEANS-32-BLK,2025-06-05,8,$710.20
JEANS-32-BLK,2025-06-06,3,$397.67
JEANS-32-BLK,2025-06-07,5,$517.03
JEANS-32-BLK,2025-06-08,abc,$434.17
JEANS-32-BLK,2025-06-09,2,$890.57
JEANS-32-BLK,2025-06-10,-2,$564.80
JEANS-32-BLK,2025-06-11,"1,200",$236.10
JEANS-32-BLK,2025-06-12,,$497.84
JEANS-32-BLK,2025-07-13,"1,200",$744.19
JEANS-32-BLK,2025-07-14,0,$365.46
JEANS-32-BLK,2025-07-15,,$468.82
JEANS-32-BLK,2025-07-16,1,$456.63
JEANS-32-BLK,2025-07-17,3,$238.74
JEANS-32-BLK,2025-07-18,abc,$818.69
JEANS-32-BLK,2025-07-19,,$712.56
JEANS-32-BLK,2025-07-20,,$697.95
JEANS-32-BLK,2025-07-21,8,$208.31
JEANS-32-BLK,2025-07-22,8,$553.73
JEANS-32-BLK,2025-07-23,,$507.48
JEANS-32-BLK,2025-07-24,1,$609.09
JEANS-32-BLK,2025-07-25,2,$426.36
JEANS-32-BLK,2025-07-26,0,$459.64
JEANS-32-BLK,2025-07-27,"1,200",$200.15
JEANS-32-BLK,2025-07-28,1,$346.39
JEANS-32-BLK,2025-07-01,,$398.09
JEANS-32-BLK,2025-07-02,0,$219.88
JEANS-32-BLK,2025-07-03,8,$574.05
JEANS-32-BLK,2025-07-04,8,$779.89
JEANS-32-BLK,2025-07-05,3,$508.98
JEANS-32-BLK,2025-07-06,"1,200",$284.51
JEANS-32-BLK,2025-07-07,,$357.40
JEANS-32-BLK,2025-07-08,2,$823.21
JEANS-32-BLK,2025-07-09,5,$586.91
JEANS-32-BLK,2025-07-10,1,$776.51
JEANS-32-BLK,2025-07-11,"1,200",$817.78
JEANS-32-BLK,2025-07-12,,$219.63
JEANS-32-BLK,2025-07-13,8,$467.97
JEANS-32-BLK,2025-07-14,abc,$782.70
JEANS-32-BLK,2025-08-15,2,$530.86
JEANS-32-BLK,2025-08-16,2,$472.14
JEANS-32-BLK,2025-08-17,-2,$645.05
JEANS-32-BLK,2025-08-18,"1,200",$640.06
JEANS-32-BLK,2025-08-19,5,$505.35
JEANS-32-BLK,2025-08-20,1,$648.29
JEANS-32-BLK,2025-08-21,1,$245.06
JEANS-32-BLK,2025-08-22,8,$246.21
JEANS-32-BLK,2025-08-23,0,$427.06
JEANS-32-BLK,2025-08-24,,$641.95
JEANS-32-BLK,2025-08-25,1,$778.54
JEANS-32-BLK,2025-08-26,8,$650.92
JEANS-32-BLK,2025-08-27,"1,200",$358.21
JEANS-32-BLK,2025-08-28,8,$341.35
JEANS-32-BLK,2025-08-01,,$870.62
JEANS-32-BLK,2025-08-02,0,$648.90
JEANS-32-BLK,2025-08-03,0,$832.02
JEANS-32-BLK,2025-08-04,-2,$566.61
JEANS-32-BLK,2025-08-05,"1,200",$780.32
JEANS-32-BLK,2025-08-06,2,$362.56
JEANS-32-BLK,2025-08-07,abc,$777.02
JEANS-32-BLK,2025-08-08,-2,$477.22
JEANS-32-BLK,2025-08-09,8,$887.45
JEANS-32-BLK,2025-08-10,-2,$358.61
JEANS-32-BLK,2025-08-11,"1,200",$408.99
JEANS-32-BLK,2025-08-12,"1,200",$293.03
JEANS-32-BLK,2025-08-13,-2,$455.10
JEANS-32-BLK,2025-08-14,-2,$448.40
JEANS-32-BLK,2025-08-15,"1,200",$800.28
JEANS-32-BLK,2025-08-16,-2,$342.51
JEANS-32-BLK,2025-09-17,0,$704.93
JEANS-32-BLK,2025-09-18,5,$640.74
JEANS-32-BLK,2025-09-19,abc,$809.96
JEANS-32-BLK,2025-09-20,3,$328.60
JEANS-32-BLK,2025-09-21,1,$856.35
JEANS-32-BLK,2025-09-22,1,$849.73
JEANS-32-BLK,2025-09-23,-2,$478.00
JEANS-32-BLK,2025-09-24,3,$420.79
JEANS-32-BLK,2025-09-25,0,$428.88
JEANS-32-BLK,2025-09-26,3,$469.03
JEANS-32-BLK,2025-09-27,0,$365.74
JEANS-32-BLK,2025-09-28,8,$472.43
JEANS-32-BLK,2025-09-01,2,$399.48
JEANS-32-BLK,2025-09-02,8,$384.35
JEANS-32-BLK,2025-09-03,8,$712.57
JEANS-32-BLK,2025-09-04,3,$354.29
JEANS-32-BLK,2025-09-05,abc,$321.05
JEANS-32-BLK,2025-09-06,2,$371.84
JEANS-32-BLK,2025-09-07,3,$350.79
JEANS-32-BLK,2025-09-08,8,$626.55
JEANS-32-BLK,2025-09-09,2,$678.78
JEANS-32-BLK,2025-09-10,-2,$475.96
JEANS-32-BLK,2025-09-11,-2,$497.18
JEANS-32-BLK,2025-09-12,2,$639.69
JEANS-32-BLK,2025-09-13,abc,$462.09
JEANS-32-BLK,2025-09-14,1,$750.69
JEANS-32-BLK,2025-09-15,abc,$543.11
JEANS-32-BLK,2025-09-16,"1,200",$323.53
JEANS-32-BLK,2025-09-17,-2,$829.07
JEANS-32-BLK,2025-09-18,abc,$355.32
JEANS-32-BLK,2025-10-19,-2,$890.28
JEANS-32-BLK,2025-10-20,8,$484.31
JEANS-32-BLK,2025-10-21,"1,200",$538.19
JEANS-32-BLK,2025-10-22,2,$280.37
JEANS-32-BLK,2025-10-23,,$437.21
JEANS-32-BLK,2025-10-24,2,$608.41
JEANS-32-BLK,2025-10-25,1,$444.31
JEANS-32-BLK,2025-10-26,2,$795.59
JEANS-32-BLK,2025-10-27,abc,$640.51
JEANS-32-BLK,2025-10-28,2,$804.20
JEANS-32-BLK,2025-10-01,abc,$462.38
JEANS-32-BLK,2025-10-02,0,$607.97
JEANS-32-BLK,2025-10-03,3,$636.34
JEANS-32-BLK,2025-10-04,-2,$615.02
JEANS-32-BLK,2025-10-05,"1,200",$824.51
JEANS-32-BLK,2025-10-06,5,$579.03
JEANS-32-BLK,2025-10-07,,$785.17
JEANS-32-BLK,2025-10-08,5,$846.62
JEANS-32-BLK,2025-10-09,,$675.02
JEANS-32-BLK,2025-10-10,8,$495.94
JEANS-32-BLK,2025-10-11,8,$597.02
JEANS-32-BLK,2025-10-12,3,$406.75
JEANS-32-BLK,2025-10-13,3,$593.76
JEANS-32-BLK,2025-10-14,,$699.14
JEANS-32-BLK,2025-10-15,8,$587.76
JEANS-32-BLK,2025-10-16,8,$840.63
JEANS-32-BLK,2025-10-17,abc,$320.78
JEANS-32-BLK,2025-10-18,,$525.77
JEANS-32-BLK,2025-10-19,,$586.97
JEANS-32-BLK,2025-10-20,8,$274.83
JEANS-32-BLK,2025-11-21,0,$624.56
JEANS-32-BLK,2025-11-22,3,$316.07
JEANS-32-BLK,2025-11-23,2,$283.41
JEANS-32-BLK,2025-11-24,-2,$576.26
JEANS-32-BLK,2025-11-25,,$807.98
JEANS-32-BLK,2025-11-26,-2,$420.90
JEANS-32-BLK,2025-11-27,5,$246.25
JEANS-32-BLK,2025-11-28,5,$678.91
JEANS-32-BLK,2025-11-01,3,$859.08
JEANS-32-BLK,2025-11-02,1,$348.22
JEANS-32-BLK,2025-11-03,1,$533.71
JEANS-32-BLK,2025-11-04,,$303.23
JEANS-32-BLK,2025-11-05,8,$873.78
JEANS-32-BLK,2025-11-06,2,$385.28
JEANS-32-BLK,2025-11-07,-2,$863.11
JEANS-32-BLK,2025-11-08,3,$372.87
JEANS-32-BLK,2025-11-09,5,$753.56
JEANS-32-BLK,2025-11-10,8,$832.03
JEANS-32-BLK,2025-11-11,1,$807.96
JEANS-32-BLK,2025-11-12,2,$725.36
JEANS-32-BLK,2025-11-13,3,$889.05
JEANS-32-BLK,2025-11-14,8,$882.09
JEANS-32-BLK,2025-11-15,8,$779.95
JEANS-32-BLK,2025-11-16,2,$315.70
JEANS-32-BLK,2025-11-17,abc,$388.61
JEANS-32-BLK,2025-11-18,-2,$293.11
JEANS-32-BLK,2025-11-19,abc,$721.40
JEANS-32-BLK,2025-11-20,-2,$596.02
JEANS-32-BLK,2025-11-21,"1,200",$499.36
JEANS-32-BLK,2025-11-22,,$380.22
JEANS-32-BLK,2025-12-23,-2,$390.62
JEANS-32-BLK,2025-12-24,,$307.67
JEANS-32-BLK,2025-12-25,0,$318.97
JEANS-32-BLK,2025-12-26,0,$347.94
JEANS-32-BLK,2025-12-27,2,$553.43
JEANS-32-BLK,2025-12-28,3,$793.48
JEANS-32-BLK,2025-12-01,8,$379.93
JEANS-32-BLK,2025-12-02,-2,$594.57
JEANS-32-BLK,2025-12-03,8,$341.87
JEANS-32-BLK,2025-12-04,2,$352.21
JEANS-32-BLK,2025-12-05,1,$539.23
JEANS-32-BLK,2025-12-06,5,$304.60
JEANS-32-BLK,2025-12-07,-2,$435.76
JEANS-32-BLK,2025-12-08,"1,200",$711.53
JEANS-32-BLK,2025-12-09,5,$295.75
JEANS-32-BLK,2025-12-10,"1,200",$255.94
JEANS-32-BLK,2025-12-11,2,$266.75
JEANS-32-BLK,2025-12-12,1,$640.30
JEANS-32-BLK,2025-12-13,-2,$473.55
JEANS-32-BLK,2025-12-14,abc,$587.02
JEANS-32-BLK,2025-12-15,"1,200",$509.89
JEANS-32-BLK,2025-12-16,2,$690.67
JEANS-32-BLK,2025-12-17,0,$248.97
JEANS-32-BLK,2025-12-18,,$319.58
JEANS-32-BLK,2025-12-19,0,$435.61
JEANS-32-BLK,2025-12-20,8,$783.97
JEANS-32-BLK,2025-12-21,8,$271.13
JEANS-32-BLK,2025-12-22,3,$471.93
JEANS-32-BLK,2025-12-23,-2,$511.57
JEANS-32-BLK,2025-12-24,8,$639.07
JEANS-32-BLK,2025-01-25,abc,$516.70
JEANS-32-BLK,2025-01-26,0,$441.71
JEANS-32-BLK,2025-01-27,3,$310.40
JEANS-32-BLK,2025-01-28,,$267.12
JEANS-32-BLK,2025-01-01,8,$886.83
JEANS-32-BLK,2025-01-02,1,$581.86
JEANS-32-BLK,2025-01-03,"1,200",$370.64
JEANS-32-BLK,2025-01-04,1,$217.36
JEANS-32-BLK,2025-01-05,0,$611.90
JEANS-32-BLK,2025-01-06,3,$337.52
JEANS-32-BLK,2025-01-07,"1,200",$557.41
JEANS-32-BLK,2025-01-08,"1,200",$466.91
JEANS-32-BLK,2025-01-09,3,$565.13
JEANS-32-BLK,2025-01-10,,$645.77
JEANS-32-BLK,2025-01-11,1,$324.43
JEANS-32-BLK,2025-01-12,abc,$550.07
JEANS-32-BLK,2025-01-13,1,$398.88
JEANS-32-BLK,2025-01-14,"1,200",$857.05
JEANS-32-BLK,2025-01-15,2,$507.06
JEANS-32-BLK,2025-01-16,2,$415.94
JEANS-32-BLK,2025-01-17,-2,$317.72
JEANS-32-BLK,2025-01-18,8,$568.28
JEANS-32-BLK,2025-01-19,5,$285.47
JEANS-32-BLK,2025-01-20,abc,$247.72
JEANS-32-BLK,2025-01-21,3,$718.29
JEANS-32-BLK,2025-01-22,,$214.24
JEANS-32-BLK,2025-01-23,0,$531.49
JEANS-32-BLK,2025-01-24,0,$240.74
JEANS-32-BLK,2025-01-25,-2,$808.33
JEANS-32-BLK,2025-01-26,0,$233.55
JEANS-32-BLK,2025-02-27,5,$413.31
JEANS-32-BLK,2025-02-28,abc,$543.99
JEANS-32-BLK,2025-02-01,5,$761.25
JEANS-32-BLK,2025-02-02,5,$638.01
JEANS-32-BLK,2025-02-03,1,$484.04
JEANS-32-BLK,2025-02-04,0,$279.57
JEANS-32-BLK,2025-02-05,3,$366.23
JEANS-32-BLK,2025-02-06,2,$721.36
JEANS-32-BLK,2025-02-07,-2,$723.91
JEANS-32-BLK,2025-02-08,-2,$297.23
TEE-L-WHT,2025-01-01,2,$257.88
TEE-L-WHT,2025-01-02,5,$558.71
TEE-L-WHT,2025-01-03,-2,$204.34
TEE-L-WHT,2025-01-04,1,$453.61
TEE-L-WHT,2025-01-05,abc,$848.31
TEE-L-WHT,2025-01-06,,$666.74
TEE-L-WHT,2025-01-07,8,$592.37
TEE-L-WHT,2025-01-08,,$503.76
TEE-L-WHT,2025-01-09,8,$621.14
TEE-L-WHT,2025-01-10,0,$426.02
TEE-L-WHT,2025-01-11,abc,$716.64
TEE-L-WHT,2025-01-12,5,$750.70
TEE-L-WHT,2025-01-13,5,$343.91
TEE-L-WHT,2025-01-14,1,$655.38
TEE-L-WHT,2025-01-15,abc,$869.78
TEE-L-WHT,2025-01-16,abc,$727.24
TEE-L-WHT,2025-01-17,8,$620.00
TEE-L-WHT,2025-01-18,3,$898.59
TEE-L-WHT,2025-01-19,0,$627.77
TEE-L-WHT,2025-01-20,3,$469.80
TEE-L-WHT,2025-01-21,8,$268.64
TEE-L-WHT,2025-01-22,2,$839.50
TEE-L-WHT,2025-01-23,abc,$378.62
TEE-L-WHT,2025-01-24,,$595.39
TEE-L-WHT,2025-01-25,8,$463.99
TEE-L-WHT,2025-01-26,0,$455.18
TEE-L-WHT,2025-01-27,,$454.54
TEE-L-WHT,2025-01-28,,$390.74
TEE-L-WHT,2025-01-01,3,$296.64
TEE-L-WHT,2025-01-02,3,$735.97
TEE-L-WHT,2025-02-03,0,$649.48
TEE-L-WHT,2025-02-04,1,$623.10
TEE-L-WHT,2025-02-05,,$534.79
TEE-L-WHT,2025-02-06,,$551.99
TEE-L-WHT,2025-02-07,-2,$502.94
TEE-L-WHT,2025-02-08,3,$532.03
TEE-L-WHT,2025-02-09,0,$652.25
TEE-L-WHT,2025-02-10,2,$840.51
TEE-L-WHT,2025-02-11,3,$596.48
TEE-L-WHT,2025-02-12,1,$885.65
TEE-L-WHT,2025-02-13,2,$477.29
TEE-L-WHT,2025-02-14,-2,$829.58
TEE-L-WHT,2025-02-15,1,$272.93
TEE-L-WHT,2025-02-16,3,$862.90
TEE-L-WHT,2025-02-17,5,$584.51
TEE-L-WHT,2025-02-18,2,$834.42
TEE-L-WHT,2025-02-19,,$894.35
TEE-L-WHT,2025-02-20,2,$350.88
TEE-L-WHT,2025-02-21,,$548.45
TEE-L-WHT,2025-02-22,abc,$559.77
TEE-L-WHT,2025-02-23,0,$377.79
TEE-L-WHT,2025-02-24,0,$613.46
TEE-L-WHT,2025-02-25,8,$421.84
TEE-L-WHT,2025-02-26,,$349.97
TEE-L-WHT,2025-02-27,1,$397.33
TEE-L-WHT,2025-02-28,1,$344.75
TEE-L-WHT,2025-02-01,,$370.71
TEE-L-WHT,2025-02-02,3,$810.40
TEE-L-WHT,2025-02-03,8,$360.54
TEE-L-WHT,2025-02-04,1,$433.18
TEE-L-WHT,2025-03-05,5,$741.73
TEE-L-WHT,2025-03-06,-2,$345.19
TEE-L-WHT,2025-03-07,,$201.16
TEE-L-WHT,2025-03-08,5,$771.29
TEE-L-WHT,2025-03-09,3,$853.71
TEE-L-WHT,2025-03-10,5,$773.84
TEE-L-WHT,2025-03-11,1,$753.85
TEE-L-WHT,2025-03-12,8,$342.59
TEE-L-WHT,2025-03-13,2,$441.16
TEE-L-WHT,2025-03-14,3,$833.68
TEE-L-WHT,2025-03-15,-2,$746.89
TEE-L-WHT,2025-03-16,abc,$498.92
TEE-L-WHT,2025-03-17,0,$573.32
TEE-L-WHT,2025-03-18,,$385.85
TEE-L-WHT,2025-03-19,5,$779.70
TEE-L-WHT,2025-03-20,-2,$340.35
TEE-L-WHT,2025-03-21,3,$417.80
TEE-L-WHT,2025-03-22,1,$274.69
TEE-L-WHT,2025-03-23,,$700.83
TEE-L-WHT,2025-03-24,"1,200",$366.54
TEE-L-WHT,2025-03-25,1,$625.52
TEE-L-WHT,2025-03-26,1,$217.27
TEE-L-WHT,2025-03-27,8,$440.63
TEE-L-WHT,2025-03-28,2,$356.49
TEE-L-WHT,2025-03-01,0,$279.67
TEE-L-WHT,2025-03-02,8,$625.18
TEE-L-WHT,2025-03-03,1,$484.84
TEE-L-WHT,2025-03-04,8,$589.21
TEE-L-WHT,2025-03-05,0,$540.55
TEE-L-WHT,2025-03-06,abc,$898.77
TEE-L-WHT,2025-04-07,2,$537.87
TEE-L-WHT,2025-04-08,1,$747.97
TEE-L-WHT,2025-04-09,8,$793.35
TEE-L-WHT,2025-04-10,abc,$394.65
TEE-L-WHT,2025-04-11,-2,$338.48
TEE-L-WHT,2025-04-12,abc,$462.73
TEE-L-WHT,2025-04-13,8,$687.90
TEE-L-WHT,2025-04-14,0,$853.77
TEE-L-WHT,2025-04-15,8,$535.41
TEE-L-WHT,2025-04-16,abc,$574.81
TEE-L-WHT,2025-04-17,0,$530.73
TEE-L-WHT,2025-04-18,5,$330.30
TEE-L-WHT,2025-04-19,-2,$280.26
TEE-L-WHT,2025-04-20,2,$322.54
TEE-L-WHT,2025-04-21,5,$419.72
TEE-L-WHT,2025-04-22,8,$578.47
TEE-L-WHT,2025-04-23,3,$791.84
TEE-L-WHT,2025-04-24,0,$885.80
TEE-L-WHT,2025-04-25,0,$888.58
TEE-L-WHT,2025-04-26,2,$274.84
TEE-L-WHT,2025-04-27,-2,$516.05
TEE-L-WHT,2025-04-28,abc,$757.01
TEE-L-WHT,2025-04-01,abc,$673.80
TEE-L-WHT,2025-04-02,-2,$718.76
TEE-L-WHT,2025-04-03,1,$823.77
TEE-L-WHT,2025-04-04,1,$666.02
TEE-L-WHT,2025-04-05,3,$781.23
TEE-L-WHT,2025-04-06,5,$258.26
TEE-L-WHT,2025-04-07,8,$220.03
TEE-L-WHT,2025-04-08,3,$234.58
TEE-L-WHT,2025-05-09,abc,$226.36
TEE-L-WHT,2025-05-10,-2,$822.47
TEE-L-WHT,2025-05-11,3,$428.38
TEE-L-WHT,2025-05-12,abc,$720.69
TEE-L-WHT,2025-05-13,"1,200",$412.62
TEE-L-WHT,2025-05-14,8,$688.73
TEE-L-WHT,2025-05-15,0,$801.91
TEE-L-WHT,2025-05-16,-2,$652.12
TEE-L-WHT,2025-05-17,0,$351.87
TEE-L-WHT,2025-05-18,"1,200",$504.52
TEE-L-WHT,2025-05-19,8,$511.60
TEE-L-WHT,2025-05-20,-2,$487.16
TEE-L-WHT,2025-05-21,abc,$295.57
TEE-L-WHT,2025-05-22,5,$801.70
TEE-L-WHT,2025-05-23,5,$254.62
TEE-L-WHT,2025-05-24,2,$581.37
TEE-L-WHT,2025-05-25,8,$506.62
TEE-L-WHT,2025-05-26,,$368.99
TEE-L-WHT,2025-05-27,-2,$422.66
TEE-L-WHT,2025-05-28,8,$441.37
TEE-L-WHT,2025-05-01,2,$407.17
TEE-L-WHT,2025-05-02,1,$328.95
TEE-L-WHT,2025-05-03,,$710.79
TEE-L-WHT,2025-05-04,"1,200",$518.90
TEE-L-WHT,2025-05-05,-2,$501.44
TEE-L-WHT,2025-05-06,3,$845.01
TEE-L-WHT,2025-05-07,8,$205.30
TEE-L-WHT,2025-05-08,8,$508.48
TEE-L-WHT,2025-05-09,0,$654.87
TEE-L-WHT,2025-05-10,abc,$570.84
TEE-L-WHT,2025-06-11,"1,200",$376.24
TEE-L-WHT,2025-06-12,abc,$574.46
TEE-L-WHT,2025-06-13,abc,$743.95
TEE-L-WHT,2025-06-14,3,$793.16
TEE-L-WHT,2025-06-15,5,$261.08
TEE-L-WHT,2025-06-16,1,$769.12
TEE-L-WHT,2025-06-17,abc,$477.02
TEE-L-WHT,2025-06-18,2,$341.68
TEE-L-WHT,2025-06-19,5,$700.19
TEE-L-WHT,2025-06-20,-2,$835.00
TEE-L-WHT,2025-06-21,5,$200.36
TEE-L-WHT,2025-06-22,2,$855.71
TEE-L-WHT,2025-06-23,3,$518.51
TEE-L-WHT,2025-06-24,"1,200",$283.08
TEE-L-WHT,2025-06-25,8,$661.79
TEE-L-WHT,2025-06-26,-2,$669.84
TEE-L-WHT,2025-06-27,0,$427.63
TEE-L-WHT,2025-06-28,5,$542.18
TEE-L-WHT,2025-06-01,0,$838.67
TEE-L-WHT,2025-06-02,8,$748.08
TEE-L-WHT,2025-06-03,2,$637.68
TEE-L-WHT,2025-06-04,"1,200",$595.25
TEE-L-WHT,2025-06-05,5,$801.51
TEE-L-WHT,2025-06-06,-2,$533.25
TEE-L-WHT,2025-06-07,3,$245.07
TEE-L-WHT,2025-06-08,-2,$224.67
TEE-L-WHT,2025-06-09,-2,$251.90
TEE-L-WHT,2025-06-10,0,$325.37
TEE-L-WHT,2025-06-11,abc,$310.53
TEE-L-WHT,2025-06-12,1,$319.56
TEE-L-WHT,2025-07-13,8,$606.52
TEE-L-WHT,2025-07-14,3,$533.58
TEE-L-WHT,2025-07-15,-2,$644.13
TEE-L-WHT,2025-07-16,0,$207.96
TEE-L-WHT,2025-07-17,-2,$360.19
TEE-L-WHT,2025-07-18,8,$299.32
TEE-L-WHT,2025-07-19,5,$591.75
TEE-L-WHT,2025-07-20,8,$803.53
TEE-L-WHT,2025-07-21,8,$605.58
TEE-L-WHT,2025-07-22,2,$518.00
TEE-L-WHT,2025-07-23,,$240.54
TEE-L-WHT,2025-07-24,,$788.95
TEE-L-WHT,2025-07-25,"1,200",$256.44
TEE-L-WHT,2025-07-26,5,$493.37
TEE-L-WHT,2025-07-27,8,$286.23
TEE-L-WHT,2025-07-28,2,$874.22
TEE-L-WHT,2025-07-01,1,$485.07
TEE-L-WHT,2025-07-02,0,$477.39
TEE-L-WHT,2025-07-03,,$731.74
TEE-L-WHT,2025-07-04,1,$791.51
TEE-L-WHT,2025-07-05,0,$863.65
TEE-L-WHT,2025-07-06,8,$328.59
TEE-L-WHT,2025-07-07,8,$815.44
TEE-L-WHT,2025-07-08,0,$850.09
TEE-L-WHT,2025-07-09,"1,200",$449.54
TEE-L-WHT,2025-07-10,-2,$362.89
TEE-L-WHT,2025-07-11,,$458.93
TEE-L-WHT,2025-07-12,8,$401.50
TEE-L-WHT,2025-07-13,2,$359.87
TEE-L-WHT,2025-07-14,0,$371.37
TEE-L-WHT,2025-08-15,2,$539.94
TEE-L-WHT,2025-08-16,3,$296.20
TEE-L-WHT,2025-08-17,abc,$885.86
TEE-L-WHT,2025-08-18,-2,$610.60
TEE-L-WHT,2025-08-19,abc,$818.56
TEE-L-WHT,2025-08-20,2,$725.85
TEE-L-WHT,2025-08-21,,$783.34
TEE-L-WHT,2025-08-22,,$731.75
TEE-L-WHT,2025-08-23,,$264.57
TEE-L-WHT,2025-08-24,,$656.99
TEE-L-WHT,2025-08-25,3,$810.88
TEE-L-WHT,2025-08-26,"1,200",$453.44
TEE-L-WHT,2025-08-27,8,$381.52
TEE-L-WHT,2025-08-28,,$651.77
TEE-L-WHT,2025-08-01,,$307.71
TEE-L-WHT,2025-08-02,8,$561.75
TEE-L-WHT,2025-08-03,5,$889.96
TEE-L-WHT,2025-08-04,8,$819.70
TEE-L-WHT,2025-08-05,5,$709.09
TEE-L-WHT,2025-08-06,3,$711.75
TEE-L-WHT,2025-08-07,,$656.91
TEE-L-WHT,2025-08-08,3,$656.18
TEE-L-WHT,2025-08-09,3,$566.25
TEE-L-WHT,2025-08-10,8,$809.54
TEE-L-WHT,2025-08-11,5,$514.14
TEE-L-WHT,2025-08-12,1,$887.92
TEE-L-WHT,2025-08-13,1,$559.39
TEE-L-WHT,2025-08-14,0,$659.91
TEE-L-WHT,2025-08-15,"1,200",$489.13
TEE-L-WHT,2025-08-16,0,$867.96
TEE-L-WHT,2025-09-17,"1,200",$582.71
TEE-L-WHT,2025-09-18,5,$418.29
TEE-L-WHT,2025-09-19,8,$287.76
TEE-L-WHT,2025-09-20,-2,$292.40
TEE-L-WHT,2025-09-21,2,$763.27
TEE-L-WHT,2025-09-22,abc,$738.41
TEE-L-WHT,2025-09-23,,$382.76
TEE-L-WHT,2025-09-24,3,$313.05
TEE-L-WHT,2025-09-25,"1,200",$734.84
TEE-L-WHT,2025-09-26,abc,$258.29
TEE-L-WHT,2025-09-27,8,$208.42
TEE-L-WHT,2025-09-28,"1,200",$670.59
TEE-L-WHT,2025-09-01,0,$590.98
TEE-L-WHT,2025-09-02,,$820.98
TEE-L-WHT,2025-09-03,"1,200",$474.04
TEE-L-WHT,2025-09-04,,$770.05
TEE-L-WHT,2025-09-05,8,$645.24
TEE-L-WHT,2025-09-06,"1,200",$480.61
TEE-L-WHT,2025-09-07,1,$524.94
TEE-L-WHT,2025-09-08,3,$249.75
TEE-L-WHT,2025-09-09,5,$506.45
TEE-L-WHT,2025-09-10,1,$385.54
TEE-L-WHT,2025-09-11,1,$801.34
TEE-L-WHT,2025-09-12,"1,200",$578.03
TEE-L-WHT,2025-09-13,5,$730.61
TEE-L-WHT,2025-09-14,3,$605.56
TEE-L-WHT,2025-09-15,8,$805.29
TEE-L-WHT,2025-09-16,0,$894.30
TEE-L-WHT,2025-09-17,"1,200",$201.19
TEE-L-WHT,2025-09-18,3,$637.35
TEE-L-WHT,2025-10-19,1,$340.42
TEE-L-WHT,2025-10-20,2,$573.36
TEE-L-WHT,2025-10-21,1,$318.21
TEE-L-WHT,2025-10-22,-2,$518.76
TEE-L-WHT,2025-10-23,1,$773.80
TEE-L-WHT,2025-10-24,3,$467.39
TEE-L-WHT,2025-10-25,,$746.27
TEE-L-WHT,2025-10-26,1,$232.24
TEE-L-WHT,2025-10-27,1,$592.73
TEE-L-WHT,2025-10-28,5,$671.37
TEE-L-WHT,2025-10-01,3,$328.12
TEE-L-WHT,2025-10-02,2,$261.08
TEE-L-WHT,2025-10-03,8,$250.71
TEE-L-WHT,2025-10-04,abc,$550.05
TEE-L-WHT,2025-10-05,2,$299.30
TEE-L-WHT,2025-10-06,3,$651.04
TEE-L-WHT,2025-10-07,5,$483.11
TEE-L-WHT,2025-10-08,0,$818.85
TEE-L-WHT,2025-10-09,3,$635.36
TEE-L-WHT,2025-10-10,8,$815.92
TEE-L-WHT,2025-10-11,2,$311.63
TEE-L-WHT,2025-10-12,"1,200",$218.14
TEE-L-WHT,2025-10-13,1,$738.95
TEE-L-WHT,2025-10-14,3,$814.62
TEE-L-WHT,2025-10-15,2,$786.20
TEE-L-WHT,2025-10-16,-2,$869.15
TEE-L-WHT,2025-10-17,8,$688.31
